block,value
1.30260005E7,0.9027400723470633
1.30260015E7,1.0008785467169787
1.30260025E7,0.10616837650291995
1.30260035E7,0.27759615169739654
1.30260045E7,0.9976301933459093
1.30260055E7,0.18106450475717964
1.30260065E7,0.5673731456474927
1.30260075E7,0.10822126221948969
1.30260085E7,1.001709582776735
1.30260095E7,1.00134367545259
1.30260105E7,0.41856448032327376
1.30260115E7,0.09410402963841137
1.30260125E7,0
1.30260135E7,1.0021337860499782
1.30260145E7,0.4895476794137921
1.30260155E7,0.4362672884769628
1.30260165E7,0.9973360878180645
1.30260175E7,0.06110887086092715
1.30260185E7,0.6110191741542546
1.30260195E7,0.0631001716439548
1.30260205E7,0.40555430610432874
1.30260215E7,0.994561226746715
1.30260225E7,0.21818025054917461
1.30260235E7,0.046006490077760503
1.30260245E7,0
1.30260255E7,1.0022941316531735
1.30260265E7,1.0012423497046687
1.30260275E7,1.0001359196968331
1.30260285E7,0.18826469889737077
1.30260295E7,0.880256747748882
1.30260305E7,0.34552953819031007
1.30260315E7,0.18143534200743486
1.30260325E7,1.002036388503621
1.30260335E7,0.30054006294256536
1.30260345E7,0.9735748492822953
1.30260355E7,0.14510569670710569
1.30260365E7,0.3355384598128134
1.30260375E7,0.7653545069665676
1.30260385E7,0.9783112478681986
1.30260395E7,0.10315846562620919
1.30260405E7,0.5248710881548377
1.30260415E7,0.8684187154872727
1.30260425E7,0.27245438670734073
1.30260435E7,0.7333599203556384
1.30260445E7,0.38071428854538186
1.30260455E7,0.4227335778195337
1.30260465E7,0.2743936976348741
1.30260475E7,0.645524625868962
1.30260485E7,0.8419989053284949
1.30260495E7,0.29636597204216936
1.30260505E7,0.5616892206563893
1.30260515E7,0.8637972114270601
1.30260525E7,0.09914505931417979
1.30260535E7,0.7442782056938964
1.30260545E7,0.49159579922403124
1.30260555E7,0.04603653693407466
1.30260565E7,0.3066446855780094
1.30260575E7,1.0021159110535411
1.30260585E7,0.7118664645976712
1.30260595E7,0.030010995708154506
1.30260605E7,1.0016443513817832
1.30260615E7,0.011004330332194969
1.30260625E7,0.9916891602658163
1.30260635E7,0.046162092535471926
1.30260645E7,0.7191608363290581
1.30260655E7,0.2825227285990961
1.30260665E7,0.46395183085130026
1.30260675E7,0.03703136632333184
1.30260685E7,0.9978137102572805
1.30260695E7,0.10624316561479871
1.30260705E7,1.000916086563607
1.30260715E7,0.8120426457631389
1.30260725E7,0.38068736246221446
1.30260735E7,0.42239754663974516
1.30260745E7,0.53287404196422
1.30260755E7,0.08112447427440637
1.30260765E7,1.0017784569232218
1.30260775E7,0.21245547793302294
1.30260785E7,0.6748625993841141
1.30260795E7,0.07706866875366855
1.30260805E7,1.0016425826126913
1.30260815E7,0.07604264461073915
1.30260825E7,0.5266805383208413
1.30260835E7,0.9998700044683756
1.30260845E7,0.21024514591071009
1.30260855E7,0.6181041138356125
1.30260865E7,0.6975389593023252
1.30260875E7,0.21513266858080377
1.30260885E7,0.9677613284195555
1.30260895E7,0.07411464611650483
1.30260905E7,0.8986573647572558
1.30260915E7,0.2502695060342408
1.30260925E7,0.5957672520413417
1.30260935E7,0.09216946974219807
1.30260945E7,1.0012149504567167
1.30260955E7,0.13219346653055275
1.30260965E7,0.9944823077301082
1.30260975E7,0.23440742334779843
1.30260985E7,0.40886460245419404
1.30260995E7,0.13415073166994967
1.30261005E7,0.9995906273411597
1.30261015E7,0.574149760103627
1.30261025E7,0.3324518238872261
1.30261035E7,0.8900299111072772
1.30261045E7,0.6367204552845519
1.30261055E7,0.2614095635593224
1.30261065E7,0.23314441968669647
1.30261075E7,0.25535282773398643
1.30261085E7,0.5273261337967663
1.30261095E7,0.9541148752024432
1.30261105E7,0.15414454692175178
1.30261115E7,0.44065019837398384
1.30261125E7,0.2894616693131889
1.30261135E7,1.0005027758315095
1.30261145E7,0.18829697155858935
1.30261155E7,1.0018508821396923
1.30261165E7,0
1.30261175E7,1.0009227105605523
1.30261185E7,0.2613538319661626
1.30261195E7,0.9319282627025698
1.30261205E7,0.0200148893360161
1.30261215E7,0.790044575598086
1.30261225E7,0.526887279406883
1.30261235E7,0.27443187415496606
1.30261245E7,0.02303250987224158
1.30261255E7,1.0004989841086824
1.30261265E7,0.6650496748828552
1.30261275E7,0.998630492815563
1.30261285E7,0.8721427949040678
1.30261295E7,0.14306212705059354
1.30261305E7,0.45457743571899467
1.30261315E7,0.1451954444313633
1.30261325E7,0.15814048457142854
1.30261335E7,1.0024825916837976
1.30261345E7,0.23331701028457316
1.30261355E7,1.0025480266976212
1.30261365E7,0.9980929058257292
1.30261375E7,0.029034797619047627
1.30261385E7,0.05805169536118161
1.30261395E7,1.001910858781146
1.30261405E7,0.06608525274725273
1.30261415E7,0.9990211269430637
1.30261425E7,0.4305403282282662
1.30261435E7,0.29272025995518014
1.30261445E7,0.4049182138701421
1.30261455E7,1.0000179139414818
1.30261465E7,0.02900000000000002
1.30261475E7,0.32833684030703525
1.30261485E7,1.002082601897217
1.30261495E7,0.2952795931518708
1.30261505E7,1.0010276512143121
1.30261515E7,0.7007959754675868
1.30261525E7,0.3933379713058754
1.30261535E7,0.035094143279172825
1.30261545E7,1.0005190234757304
1.30261555E7,0.044071280000000004
1.30261565E7,0.6373206615370353
1.30261575E7,0.3705105722976138
1.30261585E7,0.1903924663809664
1.30261595E7,0.9996226126680489
1.30261605E7,0.5116660576409611
1.30261615E7,0.6848290238907863
1.30261625E7,0.02903806702317291
1.30261635E7,1.0007242368680427
1.30261645E7,0.1783016201604955
1.30261655E7,0.9831277739229022
1.30261665E7,0.08208101761804089
1.30261675E7,0.05714098817823582
1.30261685E7,0.14124795529708523
1.30261695E7,1.0020168715111764
1.30261705E7,0.9987937939427294
1.30261715E7,0.19932471995688875
1.30261725E7,0.27431633049308535
1.30261735E7,0.1201952414275717
1.30261745E7,1.0019242508944544
1.30261755E7,0.972486974448135
1.30261765E7,0.4435778945830952
1.30261775E7,0.3984928201190248
1.30261785E7,0.779225485555872
1.30261795E7,0.03308495158597663
1.30261805E7,0.374851501851852
1.30261815E7,0.9988853913515946
1.30261825E7,0.6020116390717514
1.30261835E7,0.9023764328557382
1.30261845E7,0.024080094674556216
1.30261855E7,0.5720773394507885
1.30261865E7,0.11614744819313243
1.30261875E7,1.0013925007822555
1.30261885E7,1.0006624345146362
1.30261895E7,0.10111498722689075
1.30261905E7,0.26138175952419207
1.30261915E7,1.0018547518748702
1.30261925E7,0.14033256148195467
1.30261935E7,0.009007493670886076
1.30261945E7,1.0017941363041662
1.30261955E7,0.3182845342470746
1.30261965E7,1.000702070463988
1.30261975E7,0.23716194115861747
1.30261985E7,0.5924664706254481
1.30261995E7,0.34524478010637516
1.30262005E7,0.3095707512337371
1.30262015E7,1.0016650489089545
1.30262025E7,0.09813902706314734
1.30262035E7,0.0331278104875805
1.30262045E7,1.0013397070195351
1.30262055E7,1.0016503752550283
1.30262065E7,0.7292316742208316
1.30262075E7,0.016043587743732587
1.30262085E7,0.14514607316557418
1.30262095E7,0.9989209692347832
1.30262105E7,1.0014372619923837
1.30262115E7,0.2745596263605438
1.30262125E7,0.2262205795526788
1.30262135E7,0.492342088961073
1.30262145E7,0.16324188667085823
1.30262155E7,0.6551125341193575
1.30262165E7,0.5098762353363171
1.30262175E7,0.03207320150943396
1.30262185E7,1.0018618708161373
1.30262195E7,0.18825101696945504
1.30262205E7,0.9984527426663361
1.30262215E7,0.7096022303053225
1.30262225E7,0.4685287748168423
1.30262235E7,0.6197722234003291
1.30262245E7,0.4125233928540826
1.30262255E7,0.5079170408486503
1.30262265E7,0.4115761044940118
1.30262275E7,1.0009904079776322
1.30262285E7,0.12420605911487459
1.30262295E7,0.25066400573124553
1.30262305E7,1.0013762662807522
1.30262315E7,0.4476884478625648
1.30262325E7,0.4297227555871885
1.30262335E7,1.0014550529042272
1.30262345E7,0.06616212448132777
1.30262355E7,0.9002318153436397
1.30262365E7,0.03006555612244898
1.30262375E7,0.26645734719107916
1.30262385E7,1.0011015656032116
1.30262395E7,0.055068142857142864
1.30262405E7,0.9981834212484563
1.30262415E7,0.5750106421610957
1.30262425E7,0.4635181175947282
1.30262435E7,0.17738497388902835
1.30262445E7,0.23155854725138988
1.30262455E7,0.12625668734891213
1.30262465E7,0.9353701724857504
1.30262475E7,0
1.30262485E7,1.0015833848592945
1.30262495E7,0.06410933604611732
1.30262505E7,0.5106690901457442
1.30262515E7,1.0015076197928314
1.30262525E7,1.0010861131558892
1.30262535E7,0.047064605425987636
1.30262545E7,0.5879242813927931
1.30262555E7,0.9480579455286708
1.30262565E7,0.010029161849710982
1.30262575E7,0.6088400129738049
1.30262585E7,0.062082960728514505
1.30262595E7,1.0012859044402498
1.30262605E7,0.47072448411611717
1.30262615E7,0.04202229573253604
1.30262625E7,1.0011618800627544
1.30262635E7,1.0015781058023434
1.30262645E7,0.05902344198844355
1.30262655E7,1.0012260575502312
1.30262665E7,0.10312787672707696
1.30262675E7,0.9483320294038774
1.30262685E7,0.43145485010403306
1.30262695E7,0.9996944100310221
1.30262705E7,0.7242964396740836
1.30262715E7,0.58585285726906
1.30262725E7,0.010013488372093022
1.30262735E7,0.46276636550105044
1.30262745E7,0.38235829568959584
1.30262755E7,1.0017756166982923
1.30262765E7,0.08017723237597914
1.30262775E7,1.0015301211838739
1.30262785E7,0.14120438601174587
1.30262795E7,0.25823419877675846
1.30262805E7,1.00096353726388
1.30262815E7,0.04211535646687698
1.30262825E7,0.446837373208059
1.30262835E7,0.7890577626351756
1.30262845E7,0.9576209952634134
1.30262855E7,0.2505837965159625
1.30262865E7,1.0019583495763151
1.30262875E7,0.02003439089692102
1.30262885E7,0
1.30262895E7,1.0015325843448022
1.30262905E7,0.11016356740064442
1.30262915E7,1.0004533683980796
1.30262925E7,0.10815275593220337
1.30262935E7,0.2804005632627517
1.30262945E7,0.9513857986368849
1.30262955E7,0.5627590576455221
1.30262965E7,0.7477572613845471
1.30262975E7,0.11515192487713549
1.30262985E7,0.8864775171352635
1.30262995E7,0.1532084286968932
1.30263005E7,0.2881386083629405
1.30263015E7,0.9989608888159629
1.30263025E7,0.27730201538461535
1.30263035E7,0.2744194911539779
1.30263045E7,0.37227897726717185
1.30263055E7,0.9775469425554912
1.30263065E7,0.21517068957627894
