block,n,f,b,g,d
1.3025592E7,308.0,53.43268146714671,38.75326656280774,0.32,0.036732973442884044
1.3025593E7,289.0,55.43391066889089,38.53689111066329,0.42,0.03489632477073984
1.3025594E7,273.0,45.682200817452724,39.405629241295905,0.84,0.03315150853220285
1.3025595E7,283.0,54.57200655821533,38.934034705798425,0.31,0.0314939331055927
1.3025596E7,299.0,56.26137673802323,38.28170381521504,0.22,0.029919236450313066
1.3025597E7,287.0,43.25231712459091,39.3697951959749,1.0,0.028423274627797413
1.3025598E7,296.0,53.73847476076799,39.00835222018571,0.33,0.02700211089640754
1.3025599E7,315.0,60.32634290842613,38.608095236222184,0.3,0.025652005351587164
1.30256E7,278.0,46.61448900291493,39.148608569529294,0.78,0.025
1.3025601E7,321.0,60.48391188840313,39.050737048105475,0.45,0.025
1.3025602E7,311.0,59.771986754575174,38.77738188876874,0.36,0.025
1.3025603E7,325.0,51.3234288472545,38.77738188876874,0.5,0.025
1.3025604E7,315.0,49.51153176148012,38.951880107268195,0.59,0.025
1.3025605E7,311.0,54.79662343550873,38.44550566587371,0.24,0.025
1.3025606E7,291.0,48.75648980125075,39.40664330752055,1.0,0.025
1.3025607E7,316.0,55.85334161861812,39.130796804367904,0.36,0.025
1.3025608E7,328.0,56.391985538484676,38.91557742194388,0.39,0.025
1.3025609E7,277.0,49.613515436697526,39.674431181671785,0.89,0.025
1.302561E7,292.0,62.55629092467155,39.55540788812677,0.44,0.025
1.3025611E7,285.0,59.461629724724524,39.37740855263021,0.41,0.025
1.3025612E7,318.0,46.02347276276413,40.36184376644596,1.0,0.025
1.3025613E7,328.0,56.763380428895196,40.160034547613726,0.4,0.025
1.3025614E7,309.0,71.38453491059443,39.999394409423275,0.42,0.025
1.3025615E7,303.0,46.066684678811455,40.99937926965885,1.0,0.025
1.3025616E7,266.0,60.90882415676606,40.73288330440607,0.37,0.025
1.3025617E7,311.0,63.91393971365337,40.32555447136201,0.3,0.025
1.3025618E7,310.0,46.60041367720188,41.33369333314606,1.0,0.025
1.3025619E7,303.0,56.339505181932886,41.127024866480326,0.4,0.025
1.302562E7,315.0,54.66947242727668,41.47660457784541,0.67,0.025
1.3025621E7,313.0,68.38820854506496,41.06183853206695,0.3,0.025
1.3025622E7,318.0,51.50135899166038,41.98572989903845,0.95,0.025
1.3025623E7,341.0,56.899989080642925,41.649844059846146,0.34,0.025
1.3025624E7,321.0,68.64081692106652,41.29582038533746,0.33,0.025
1.3025625E7,285.0,48.26260039875216,42.32821589497089,1.0,0.025
1.3025626E7,295.0,55.92924554651294,42.28588767907592,0.48,0.025
1.3025627E7,308.0,49.330600156411464,43.343034871052815,1.0,0.025
1.3025628E7,288.0,62.52009441465218,42.866261487471235,0.28,0.025
1.3025629E7,333.0,64.94360075659384,42.20183443441543,0.19,0.025
1.302563E7,288.0,48.78191364841434,43.25688029527581,1.0,0.025
1.3025631E7,298.0,62.19174512740022,42.954082133208885,0.36,0.025
1.3025632E7,257.0,56.07238886713536,42.48158722974359,0.28,0.025
1.3025633E7,267.0,49.60084534221126,43.50114532325743,0.98,0.025
1.3025634E7,260.0,62.36712221558403,43.37064188728766,0.44,0.025
1.3025635E7,311.0,59.620147267598746,43.153788677851225,0.4,0.025
1.3025636E7,300.0,58.87367605113223,42.959596628800895,0.41,0.025
1.3025637E7,318.0,59.39967725137329,42.59444005745609,0.33,0.025
1.3025638E7,281.0,51.487595285942895,43.33984275846157,0.85,0.025
1.3025639E7,270.0,59.71531202108948,42.90644433087696,0.3,0.025
1.302564E7,276.0,59.93460463040154,42.62755244272626,0.37,0.025
1.3025641E7,308.0,51.3855602006579,43.24565195314579,0.79,0.025
1.3025642E7,308.0,62.97685320988247,43.18078347521607,0.47,0.025
1.3025643E7,306.0,69.93444810881677,42.92169877436477,0.38,0.025
1.3025644E7,310.0,61.593258669647405,42.59978603355704,0.35,0.025
1.3025645E7,325.0,49.920487569768156,43.66478068439596,1.0,0.025
1.3025646E7,288.0,59.86703607477697,43.228132877552,0.3,0.025
1.3025647E7,305.0,61.88530965529926,42.73100934946015,0.27,0.025
1.3025648E7,309.0,48.880143457932434,43.79928458319665,1.0,0.025
1.3025649E7,281.0,78.39232462800399,43.2517935259067,0.25,0.025
1.302565E7,284.0,70.08706106479761,43.078786351803075,0.42,0.025
1.3025651E7,297.0,57.44950323927702,43.14340453133078,0.53,0.025
1.3025652E7,305.0,55.032037242083454,43.251263042659104,0.55,0.025
1.3025653E7,293.0,59.990145950409875,42.99175546440315,0.38,0.025
1.3025654E7,278.0,51.933635997184766,43.31419363038617,0.65,0.025
1.3025655E7,321.0,74.75743605195396,42.96768008134308,0.34,0.025
1.3025656E7,316.0,61.402772560047424,42.666906320773684,0.36,0.025
1.3025657E7,295.0,55.16193596669989,43.26424300926452,0.78,0.025
1.3025658E7,286.0,64.45380524238315,42.87486482218114,0.32,0.025
1.3025659E7,302.0,62.83126044072908,42.446116173959325,0.3,0.025
1.302566E7,306.0,50.181971864628,43.507269078308305,1.0,0.025
1.3025661E7,339.0,62.948104078926306,43.24622546383846,0.38,0.025
1.3025662E7,287.0,59.27390062576983,42.66240142007664,0.23,0.025
1.3025663E7,308.0,50.31521095706908,42.961038230017174,0.64,0.025
1.3025664E7,261.0,65.09931632968967,42.574388885947016,0.32,0.025
1.3025665E7,308.0,49.60641559867404,43.10656874702135,0.75,0.025
1.3025666E7,297.0,56.66129385498822,42.43841693144252,0.19,0.025
1.3025667E7,313.0,83.50554284930215,42.50207455683969,0.53,0.025
1.3025668E7,247.0,56.27770882597595,42.22581107222023,0.37,0.025
1.3025669E7,294.0,57.14106242615931,41.78244005596192,0.29,0.025
1.302567E7,291.0,60.387345658145456,41.74065761590596,0.48,0.025
1.3025671E7,291.0,60.77335729667204,41.552824656634385,0.41,0.025
1.3025672E7,305.0,56.92743676609213,41.07496717308309,0.27,0.025
1.3025673E7,288.0,57.0320201043674,40.787442402871505,0.36,0.025
1.3025674E7,318.0,56.510758265074294,40.66508007566289,0.44,0.025
1.3025675E7,275.0,49.22998599249493,40.94973563619253,0.64,0.025
1.3025676E7,256.0,56.407831461379395,40.41738907292203,0.24,0.025
1.3025677E7,304.0,50.83250162631373,40.45780646199494,0.52,0.025
1.3025678E7,292.0,56.332766949726725,40.03299949414399,0.29,0.025
1.3025679E7,295.0,46.8155777466721,40.91372548301516,0.94,0.025
1.302568E7,322.0,58.81777771072504,40.647786267375565,0.37,0.025
1.3025681E7,300.0,54.353621742390516,40.647786267375565,0.5,0.025
1.3025682E7,290.0,56.374544741020586,40.464871229172374,0.41,0.025
1.3025683E7,319.0,62.67036816715427,39.938827903193136,0.24,0.025
1.3025684E7,323.0,46.40697931076984,40.6976656333538,0.88,0.025
1.3025685E7,313.0,58.243872657491515,40.24999131138691,0.28,0.025
1.3025686E7,301.0,57.62037362840097,39.70661642868318,0.23,0.025
1.3025687E7,299.0,53.79109082850954,39.369110189039375,0.33,0.025
1.3025688E7,316.0,52.8261601494007,39.11321097281062,0.37,0.025
1.3025689E7,287.0,56.596632700841994,38.87853170697375,0.38,0.025
1.302569E7,287.0,54.75047858237792,38.761896111852835,0.44,0.025
1.3025691E7,293.0,57.087539411377286,38.6649913715732,0.45,0.025
1.3025692E7,307.0,64.70737017923041,38.27834145785747,0.3,0.025
1.3025693E7,300.0,51.017438197864195,38.39317648223105,0.56,0.025
1.3025694E7,312.0,57.2351964461812,38.29719354102547,0.45,0.025
1.3025695E7,317.0,55.88531268219838,37.97166739592676,0.33,0.025
1.3025696E7,286.0,47.562231000765465,37.667894056759344,0.34,0.025
1.3025697E7,265.0,43.49721607898181,38.15757667949721,0.76,0.025
1.3025698E7,284.0,55.01540130444963,37.985867584439475,0.41,0.025
1.3025699E7,317.0,55.7560422051811,37.58701597480286,0.29,0.025
1.30257E7,334.0,50.69959877940454,37.17355879908003,0.28,0.025
1.3025701E7,312.0,43.55016263319377,37.60105472526945,0.73,0.025
1.3025702E7,290.0,50.18438264544872,37.33784734219256,0.36,0.025
1.3025703E7,305.0,42.66513460737481,38.19661783106299,0.96,0.025
1.3025704E7,274.0,51.271223810796954,37.81465165275236,0.3,0.025
1.3025705E7,288.0,82.7500002585008,37.398690484572086,0.28,0.025
1.3025706E7,278.0,77.33193639519432,37.13689965118008,0.36,0.025
1.3025707E7,268.0,56.78143471460264,37.48970019786629,0.69,0.025
1.3025708E7,262.0,118.309013660227,37.0960583457887,0.29,0.025
1.3025709E7,315.0,58.149221342631954,37.63395119180263,0.79,0.025
1.302571E7,297.0,58.52941438112948,37.182343777500996,0.26,0.025
1.3025711E7,296.0,45.18610361413996,38.09331120004977,0.99,0.025
1.3025712E7,293.0,59.28428018921879,37.67428477684922,0.28,0.025
1.3025713E7,318.0,51.27437790642166,37.67428477684922,0.5,0.025
1.3025714E7,297.0,45.36379553063902,37.78730763117977,0.56,0.025
1.3025715E7,304.0,54.71623663370121,37.67394570828623,0.44,0.025
1.3025716E7,272.0,51.81233092775519,37.76813057255695,0.55,0.025
1.3025717E7,298.0,54.449959602194724,37.46598552797649,0.34,0.025
1.3025718E7,330.0,44.35770021196609,38.402635166175905,1.0,0.025
1.3025719E7,310.0,106.04076949305143,38.133816720012675,0.36,0.025
1.302572E7,312.0,54.95925837723725,37.866880002972586,0.36,0.025
